,Energy (kcal/mol)
struct_878,-48.317488771571
struct_879,-48.310153122932
struct_880,-48.306215557907
struct_881,-48.309526853473
struct_882,-48.314990461278
struct_883,-48.30893583187
struct_884,-48.305068869593
struct_885,-48.306656260385
struct_886,-48.310669993981
struct_887,-48.306461390915
struct_888,-48.313238694681
struct_889,-48.320506855512
struct_890,-48.309539473106
struct_891,-48.306701271117
struct_892,-48.301307861874
struct_893,-48.310216683602
struct_894,-48.313477576276
struct_895,-48.312877750226
struct_896,-48.310645953041
struct_897,-48.311853805959
struct_898,-48.303668133475
struct_899,-48.314347856736
struct_900,-48.309911590559
struct_901,-48.306661778371
struct_902,-48.305265282898
struct_903,-48.313917225728
struct_904,-48.317816314806
struct_905,-48.310117682293
struct_906,-48.309453350081
struct_907,-48.30672651776
struct_908,-48.315186215799
struct_909,-48.3115533384
struct_910,-48.307402119808
struct_911,-48.305423424036
struct_912,-48.315203702906
struct_913,-48.313748516454
struct_914,-48.30464311329
struct_915,-48.311474703288
struct_916,-48.313049165864
struct_917,-48.308270057092
struct_918,-48.307608430959
struct_919,-48.303039908537
struct_920,-48.311329116509
struct_921,-48.306709354358
struct_922,-48.311228022673
struct_923,-48.309367230285
struct_924,-48.305832550731
struct_925,-48.307153771145
struct_926,-48.307893621637
struct_927,-48.306977789223
struct_928,-48.304970941327
struct_929,-48.30910484979
struct_930,-48.312624976587
struct_931,-48.313453988447
struct_932,-48.311743697521
struct_933,-48.310279149291
struct_934,-48.314840399343
struct_935,-48.312973720015
struct_936,-48.297586741453
struct_937,-48.305164617831
struct_938,-48.311685810935
struct_939,-48.310714208038
struct_940,-48.311079278462
struct_941,-48.303966660379
struct_942,-48.310227048339
struct_943,-48.309801314163
struct_944,-48.30645672564
struct_945,-48.30940074255
struct_946,-48.317197367353
struct_947,-48.30648979824
struct_948,-48.305002840423
struct_949,-48.315162795806
struct_950,-48.310535541164
struct_951,-48.30409918434
struct_952,-48.308060908006
struct_953,-48.310447733395
struct_954,-48.315798338644
struct_955,-48.315069160786
struct_956,-48.305910823844
struct_957,-48.310218284001
struct_958,-48.308429297296
struct_959,-48.311390764801
struct_960,-48.314047695426
struct_961,-48.306494030566
struct_962,-48.314018578624
struct_963,-48.307197840269
struct_964,-48.305702215606
struct_965,-48.310231898048
struct_966,-48.310093913601
struct_967,-48.309462787387
struct_968,-48.313647406149
struct_969,-48.309895833921
struct_970,-48.307170229838
struct_971,-48.315171517116
struct_972,-48.304909572925
struct_973,-48.310363784235
struct_974,-48.308867793313
struct_975,-48.313323261301
struct_976,-48.311817088481
struct_977,-48.313150774432
struct_978,-48.312078137659
struct_979,-48.313172521048
struct_980,-48.312575507551
struct_981,-48.307156256393
struct_982,-48.307508038916
struct_983,-48.30794376619
struct_984,-48.31271820776
struct_985,-48.308648249622
struct_986,-48.303658486996
struct_987,-48.316776839941
struct_988,-48.30596436608
struct_989,-48.308590354796
struct_990,-48.316574141143
struct_991,-48.311902570128
struct_992,-48.308512676797
struct_993,-48.30998402271
struct_994,-48.310654831573
struct_995,-48.302817036594
struct_996,-48.304551640419
struct_997,-48.312904834024
struct_998,-48.310977435846
struct_999,-48.307498494603
